,n_comprobante,fecha,cliente,codigo,cantidad,descripcion,p_unitario,iva,precio_final
3809,B 0003- 00178643,20/01/2023,Cliente: Billetera (23),7893817,1,Playadito 500g,470.0,21.0,470.0
3810,B 0003- 00178643,20/01/2023,Cliente: Billetera (23),58,1,mogul frutales bolsita 50g,130.0,21.0,130.0
3811,B 0003- 00178643,20/01/2023,Cliente: Billetera (23),9540449,1,Cepita Naranja 1l,330.0,21.0,330.0
3812,B 0003- 00178643,20/01/2023,Cliente: Billetera (23),1,7,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,70.0
3813,B 0003- 00178644,20/01/2023,Cliente: Billetera (23),65,1,PIZZA ESPECIAL/MUZZA/NAPO/CANTI/ROQUE,430.0,21.0,430.0
3814,B 0003- 00178645,20/01/2023,Cliente: Consumidor Final (1),1583,2,Cereal mix Manzana light,120.0,21.0,240.0
3815,B 0003- 00178646,20/01/2023,Cliente: Consumidor Final (1),3505,4,Medialuna/Bizcocho,90.0,21.0,360.0
3816,B 0003- 00178647,20/01/2023,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,200.0,21.0,200.0
3817,B 0003- 00178648,20/01/2023,Cliente: Consumidor Final (1),6269,1,Baggio Durazno 200cc,115.0,21.0,115.0
3818,B 0003- 00178649,20/01/2023,Cliente: Consumidor Final (1),891,1,Galletitas Paseo Crackers,230.0,21.0,230.0
3819,B 0003- 00178650,20/01/2023,Cliente: Consumidor Final (1),19,1,Marlboro Box,620.0,21.0,620.0
3820,B 0003- 00178650,20/01/2023,Cliente: Consumidor Final (1),7893764,1,Fanta lata 310,180.0,21.0,180.0
3821,B 0003- 00178651,20/01/2023,Cliente: Billetera (23),65,2,PIZZA ESPECIAL/MUZZA/NAPO/CANTI/ROQUE,430.0,21.0,860.0
3822,B 0003- 00178651,20/01/2023,Cliente: Billetera (23),866,1,Bizcochos 9 de Oro clásicas 200g,190.0,21.0,190.0
3823,B 0003- 00178651,20/01/2023,Cliente: Billetera (23),9540464,1,Encendedor clipper chico,170.0,21.0,170.0
3824,B 0003- 00178652,20/01/2023,Cliente: Consumidor Final (1),7894140,2,Clight naranja,65.0,21.0,130.0
3825,B 0003- 00178653,20/01/2023,Cliente: QR Nico (21),1038,1,Gatorade Cool Blue 500cc,350.0,21.0,350.0
3826,B 0003- 00178653,20/01/2023,Cliente: QR Nico (21),940,1,Levite Manzana 1500cc,380.0,21.0,380.0
3827,B 0003- 00178654,20/01/2023,Cliente: Consumidor Final (1),22,1,Philip Morris Box,540.0,21.0,540.0
3828,B 0003- 00178655,20/01/2023,Cliente: Billetera (23),7893575,2,Lata Heineken 473 cm3,435.0,21.0,870.0
3829,B 0003- 00178655,20/01/2023,Cliente: Billetera (23),7894735,2,Santa Fe Lata 473cc,290.0,21.0,580.0
3830,B 0003- 00178655,20/01/2023,Cliente: Billetera (23),9540656,1,Mani Con Cascara 200gr el buho,270.0,21.0,270.0
3831,B 0003- 00178655,20/01/2023,Cliente: Billetera (23),950,1,Rumba 108g,200.0,21.0,200.0
3832,B 0003- 00178656,20/01/2023,Cliente: Consumidor Final (1),3502,2,Cafe jarra,160.0,21.0,320.0
3833,B 0003- 00178657,20/01/2023,Cliente: Consumidor Final (1),303,1,Manitoon pizza 70g,140.0,21.0,140.0
3834,B 0003- 00178657,20/01/2023,Cliente: Consumidor Final (1),7894616,1,Chesterfield fresh box,430.0,21.0,430.0
3835,B 0003- 00178658,20/01/2023,Cliente: Consumidor Final (1),1559,1,Bizcochos Salados Don Satur 200 gr,190.0,21.0,190.0
3836,B 0003- 00178659,20/01/2023,Cliente: Consumidor Final (1),6286,1,Gatorade Naranja 1250cc,700.0,21.0,700.0
3837,B 0003- 00178659,20/01/2023,Cliente: Consumidor Final (1),9540754,1,"agua social  2,25",130.0,21.0,130.0
3838,B 0003- 00178659,20/01/2023,Cliente: Consumidor Final (1),7894758,1,soda social SIFON descartable,190.0,21.0,190.0
3839,B 0003- 00178659,20/01/2023,Cliente: Consumidor Final (1),112,3,Rhodesia,120.0,21.0,360.0
3840,B 0003- 00178660,20/01/2023,Cliente: Consumidor Final (1),975,2,Stella Artois 975cc,820.0,21.0,1640.0
3841,B 0003- 00178661,20/01/2023,Cliente: QR Morsa (22),1038,1,Gatorade Cool Blue 500cc,350.0,21.0,350.0
3842,B 0003- 00178661,20/01/2023,Cliente: QR Morsa (22),241,1,Prime texturado,450.0,21.0,450.0
3843,B 0003- 00178662,20/01/2023,Cliente: Consumidor Final (1),7894404,1,Rollos de cocina cartabella,400.0,21.0,400.0
3844,B 0003- 00178662,20/01/2023,Cliente: Consumidor Final (1),7791656,1,Fanta 2L Retornable,440.0,21.0,440.0
3845,B 0003- 00178662,20/01/2023,Cliente: Consumidor Final (1),6202,2,7up 2L free Retornable,250.0,21.0,500.0
3846,B 0003- 00178662,20/01/2023,Cliente: Consumidor Final (1),7894427,1,Guaraná Antartica 1.5l,370.0,21.0,370.0
3847,B 0003- 00178662,20/01/2023,Cliente: Consumidor Final (1),926,1,Paso de los Toros Tónica 1.500 cc,420.0,21.0,420.0
3848,B 0003- 00178663,20/01/2023,Cliente: Consumidor Final (1),13,1,Philip Morris 10,310.0,10.5,310.0
3849,B 0003- 00178663,20/01/2023,Cliente: Consumidor Final (1),9540834,1,Beldent chicle globo fresh sparks,110.0,0.0,110.0
3850,B 0003- 00178664,20/01/2023,Cliente: Consumidor Final (1),9540778,1,Oreo Clasica 118grs,305.0,21.0,305.0
3851,B 0003- 00178664,20/01/2023,Cliente: Consumidor Final (1),3618,1,Kesitas estuche 125g,290.0,21.0,290.0
3852,B 0003- 00178665,20/01/2023,Cliente: Consumidor Final (1),7894501,1,Pepsi lata,140.0,21.0,140.0
3853,B 0003- 00178665,20/01/2023,Cliente: Consumidor Final (1),1514,1,Triple Miga Chico Migamax,330.0,21.0,330.0
3854,B 0003- 00178665,20/01/2023,Cliente: Consumidor Final (1),95,1,MILKA MOOSE X3.,220.0,21.0,220.0
3855,B 0003- 00178666,20/01/2023,Cliente: Consumidor Final (1),54,1,Lenguitas Maria Lujan Savores Varios,230.0,21.0,230.0
3856,B 0003- 00178666,20/01/2023,Cliente: Consumidor Final (1),979,1,Brahma 970cc,540.0,21.0,540.0
3857,B 0003- 00178667,20/01/2023,Cliente: Consumidor Final (1),6594,1,Don Satur azucaradas,190.0,21.0,190.0
3858,B 0003- 00178668,20/01/2023,Cliente: Consumidor Final (1),7894758,1,soda social SIFON descartable,190.0,21.0,190.0
3859,B 0003- 00178668,20/01/2023,Cliente: Consumidor Final (1),862,1,pepsi black 1500 cc,420.0,21.0,420.0
3860,B 0003- 00178669,20/01/2023,Cliente: Consumidor Final (1),7894860,3,Alfajor Sin Culpa Frutilla 35g,145.0,21.0,435.0
3861,B 0003- 00178669,20/01/2023,Cliente: Consumidor Final (1),89,1,Alfajor Milka Dulce de Leche,220.0,21.0,220.0
3862,B 0003- 00178669,20/01/2023,Cliente: Consumidor Final (1),2,3,Cigarrillos Suelto lucky,30.0,21.0,90.0
3863,B 0003- 00178670,20/01/2023,Cliente: Consumidor Final (1),7895038,2,Andes 1 Litro Rubia,630.0,21.0,1260.0
3864,B 0003- 00178670,20/01/2023,Cliente: Consumidor Final (1),128,1,CERVEZA SANTA FE LITRO,555.0,21.0,555.0
3865,B 0003- 00178670,20/01/2023,Cliente: Consumidor Final (1),18,1,MARLBORO KS,540.0,10.5,540.0
3866,B 0003- 00178671,20/01/2023,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,310.0,10.5,310.0
3867,B 0003- 00178672,20/01/2023,Cliente: Consumidor Final (1),9541102,1,Vino Toto Tinto,450.0,21.0,450.0
3868,B 0003- 00178673,20/01/2023,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,470.0,21.0,470.0
3869,B 0003- 00178674,20/01/2023,Cliente: Consumidor Final (1),22,1,Philip Morris Box,540.0,21.0,540.0
3870,B 0003- 00178675,20/01/2023,Cliente: Consumidor Final (1),9541084,1,cigarrillos pier 10box,120.0,21.0,120.0
3871,B 0003- 00178676,20/01/2023,Cliente: Billetera (23),244,1,prime tachas,450.0,21.0,450.0
3872,B 0003- 00178676,20/01/2023,Cliente: Billetera (23),9540833,1,beldent menta fresh sparks,110.0,21.0,110.0
3873,B 0003- 00178677,20/01/2023,Cliente: Consumidor Final (1),172,1,Cofler Block x 110g,320.0,21.0,320.0
3874,B 0003- 00178678,20/01/2023,Cliente: Consumidor Final (1),7894107,1,Schneider Lata 473ml,310.0,21.0,310.0
3875,B 0003- 00178679,20/01/2023,Cliente: Consumidor Final (1),9540573,2,Harina Pureza 0000 todos los usos 1kg,100.0,21.0,200.0
3876,B 0003- 00178679,20/01/2023,Cliente: Consumidor Final (1),7895193,1,Leche descremada La Serenisima 1l,300.0,21.0,300.0
3877,B 0003- 00178680,20/01/2023,Cliente: Consumidor Final (1),7894107,2,Schneider Lata 473ml,310.0,21.0,620.0
3878,B 0003- 00178681,20/01/2023,Cliente: Consumidor Final (1),23,1,Parliament Box,670.0,21.0,670.0
3879,B 0003- 00178682,20/01/2023,Cliente: Billetera (23),7893487,1,Monster Energy Ultra 473cc,385.0,21.0,385.0
3880,B 0003- 00178682,20/01/2023,Cliente: Billetera (23),6611,1,Speed 500ML,340.0,21.0,340.0
3881,B 0003- 00178683,20/01/2023,Cliente: Billetera (23),975,1,Stella Artois 975cc,820.0,21.0,820.0
3882,B 0003- 00178683,20/01/2023,Cliente: Billetera (23),7791325,1,lata quilmes stout x 473cc,220.0,21.0,220.0
3883,B 0003- 00178684,20/01/2023,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,310.0,10.5,310.0
3884,B 0003- 00178685,20/01/2023,Cliente: Consumidor Final (1),65,1,PIZZA ESPECIAL/MUZZA/NAPO/CANTI/ROQUE,430.0,21.0,430.0
3885,B 0003- 00178685,20/01/2023,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,470.0,21.0,470.0
3886,B 0003- 00178686,20/01/2023,Cliente: Consumidor Final (1),246,1,prime espermicida,450.0,21.0,450.0
3887,B 0003- 00178686,20/01/2023,Cliente: Consumidor Final (1),2,1,Cigarrillos Suelto lucky,30.0,21.0,30.0
3888,B 0003- 00178687,20/01/2023,Cliente: Consumidor Final (1),6600,1,"Levite Manzana Cero 1,5 lt",190.0,21.0,190.0
3889,B 0003- 00178688,20/01/2023,Cliente: Consumidor Final (1),9541085,1,cigarrillos pier mentolado 10box,120.0,21.0,120.0
3890,B 0003- 00178689,20/01/2023,Cliente: Consumidor Final (1),23,1,Parliament Box,670.0,21.0,670.0
3891,B 0003- 00178690,20/01/2023,Cliente: Consumidor Final (1),7894802,2,Paso de los toros pomelo 250,130.0,21.0,260.0
3892,B 0003- 00178690,20/01/2023,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,310.0,21.0,310.0
3893,B 0003- 00178691,20/01/2023,Cliente: Billetera (23),898,1,Coca Cola 1250cc Retornable,340.0,21.0,340.0
3894,B 0003- 00178693,20/01/2023,Cliente: QR Nico (21),7895105,1,Andes Roja 1 Litro,630.0,21.0,630.0
3895,B 0003- 00178693,20/01/2023,Cliente: QR Nico (21),7791300,1,papas fritas pehuamar 80gr,400.0,21.0,400.0
3896,B 0003- 00178694,20/01/2023,Cliente: Billetera (23),6407,1,Coca Cola 2.25cc,610.0,21.0,610.0
3897,B 0003- 00178694,20/01/2023,Cliente: Billetera (23),6191,1,Pepsi 2L Retornable,350.0,21.0,350.0
3898,B 0003- 00178695,20/01/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,540.0,21.0,540.0
3899,B 0003- 00178695,20/01/2023,Cliente: Consumidor Final (1),112,1,Rhodesia,120.0,21.0,120.0
3900,B 0003- 00178696,20/01/2023,Cliente: Consumidor Final (1),1624,1,Coca Cola Zero x 500 cc,220.0,21.0,220.0
3901,B 0003- 00178697,20/01/2023,Cliente: QR Nico (21),903,1,coca cola retornable 2000,440.0,21.0,440.0
3902,B 0003- 00178698,20/01/2023,Cliente: Consumidor Final (1),13,1,Philip Morris 10,310.0,10.5,310.0
3903,B 0003- 00178699,20/01/2023,Cliente: Consumidor Final (1),7893575,3,Lata Heineken 473 cm3,435.0,21.0,1305.0
3904,B 0003- 00178700,20/01/2023,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,440.0,21.0,440.0
3905,B 0003- 00178701,20/01/2023,Cliente: Consumidor Final (1),6191,1,Pepsi 2L Retornable,350.0,21.0,350.0
3906,B 0003- 00178701,20/01/2023,Cliente: Consumidor Final (1),7894735,4,Santa Fe Lata 473cc,290.0,21.0,1160.0
3907,B 0003- 00178702,20/01/2023,Cliente: Consumidor Final (1),9541102,1,Vino Toto Tinto,450.0,21.0,450.0
3908,B 0003- 00178703,20/01/2023,Cliente: Consumidor Final (1),7893575,1,Lata Heineken 473 cm3,435.0,21.0,435.0
3909,B 0003- 00178704,20/01/2023,Cliente: Consumidor Final (1),100,1,Alfajor Fantoche Triple Blanco,150.0,21.0,150.0
3910,B 0003- 00178705,20/01/2023,Cliente: Consumidor Final (1),173,1,Cofler Block x38g,140.0,21.0,140.0
3911,B 0003- 00178706,20/01/2023,Cliente: Consumidor Final (1),7791419,10,Heineken Ret x 1L,900.0,21.0,9000.0
3912,B 0003- 00178706,20/01/2023,Cliente: Consumidor Final (1),7894735,3,Santa Fe Lata 473cc,290.0,21.0,870.0
3913,B 0003- 00178706,20/01/2023,Cliente: Consumidor Final (1),9540983,1,pehuamar palisal 190g,250.0,21.0,250.0
3914,B 0003- 00178706,20/01/2023,Cliente: Consumidor Final (1),7893780,1,mani pelado pehuamar x 85grs,370.0,21.0,370.0
3915,B 0003- 00178707,21/01/2023,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,200.0,21.0,200.0
3916,B 0003- 00178708,21/01/2023,Cliente: Billetera (23),6267,1,Baggio Manzana 1L,380.0,21.0,380.0
3917,B 0003- 00178708,21/01/2023,Cliente: Billetera (23),1516,1,Triple Grande Migamax,380.0,21.0,380.0
3918,B 0003- 00178709,21/01/2023,Cliente: Consumidor Final (1),3504,1,Desayuno con 2 facturas/ 1 tostada,330.0,21.0,330.0
3919,B 0003- 00178710,21/01/2023,Cliente: Consumidor Final (1),6340,1,Philip Morris Caps 10,310.0,21.0,310.0
3920,B 0003- 00178711,21/01/2023,Cliente: Consumidor Final (1),7894464,1,Yerba andresito 500g,480.0,21.0,480.0
3921,B 0003- 00178711,21/01/2023,Cliente: Consumidor Final (1),3505,2,Medialuna/Bizcocho,90.0,21.0,180.0
3922,B 0003- 00178712,21/01/2023,Cliente: Consumidor Final (1),195,1,Cereal Mix Yoghurt Frutilla Light,120.0,21.0,120.0
3923,B 0003- 00178712,21/01/2023,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,310.0,10.5,310.0
3924,B 0003- 00178713,21/01/2023,Cliente: Consumidor Final (1),7791581,1,Chocolate Vauquita Suave,60.0,21.0,60.0
3925,B 0003- 00178713,21/01/2023,Cliente: Consumidor Final (1),878,1,Sonrisas 118g,190.0,21.0,190.0
3926,B 0003- 00178713,21/01/2023,Cliente: Consumidor Final (1),3502,2,Cafe jarra,160.0,21.0,320.0
3927,B 0003- 00178713,21/01/2023,Cliente: Consumidor Final (1),15,20,Adicional desayuno,5.0,21.0,100.0
3928,B 0003- 00178713,21/01/2023,Cliente: Consumidor Final (1),260,1,levite pera zero 500cc,180.0,21.0,180.0
3929,B 0003- 00178714,21/01/2023,Cliente: Consumidor Final (1),194,1,Cereal Mix Yoghurt frutilla,110.0,21.0,110.0
3930,B 0003- 00178714,21/01/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,540.0,21.0,540.0
3931,B 0003- 00178715,21/01/2023,Cliente: Consumidor Final (1),22,1,Philip Morris Box,540.0,21.0,540.0
3932,B 0003- 00178716,21/01/2023,Cliente: Consumidor Final (1),98,1,Guaymallen Negro,110.0,21.0,110.0
3933,B 0003- 00178717,21/01/2023,Cliente: Consumidor Final (1),21,1,Philip Morris KS,490.0,10.5,490.0
3934,B 0003- 00178717,21/01/2023,Cliente: Consumidor Final (1),22,1,Philip Morris Box,540.0,21.0,540.0
3935,B 0003- 00178718,21/01/2023,Cliente: Consumidor Final (1),6407,1,Coca Cola 2.25cc,610.0,21.0,610.0
3936,B 0003- 00178719,21/01/2023,Cliente: Consumidor Final (1),18,1,MARLBORO KS,540.0,10.5,540.0
3937,B 0003- 00178720,21/01/2023,Cliente: Consumidor Final (1),9540965,2,cafe saquito la virginia puro aroma 7gr,50.0,21.0,100.0
3938,B 0003- 00178721,21/01/2023,Cliente: Consumidor Final (1),6340,1,Philip Morris Caps 10,310.0,21.0,310.0
3939,B 0003- 00178722,21/01/2023,Cliente: Consumidor Final (1),7893575,1,Lata Heineken 473 cm3,435.0,21.0,435.0
3940,B 0003- 00178722,21/01/2023,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,200.0,21.0,200.0
3941,B 0003- 00178723,21/01/2023,Cliente: Consumidor Final (1),24,2,Marlboro Gold,620.0,10.5,1240.0
3942,B 0003- 00178723,21/01/2023,Cliente: Consumidor Final (1),20,1,Marlboro 10,350.0,10.5,350.0
3943,B 0003- 00178724,21/01/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,540.0,21.0,540.0
3944,B 0003- 00178725,21/01/2023,Cliente: Consumidor Final (1),7893817,1,Playadito 500g,470.0,21.0,470.0
3945,B 0003- 00178725,21/01/2023,Cliente: Consumidor Final (1),7791599,1,Alfajor Milka Torta Oreo,230.0,21.0,230.0
3946,B 0003- 00178725,21/01/2023,Cliente: Consumidor Final (1),7895178,1,Liverpool suave,200.0,21.0,200.0
3947,B 0003- 00178725,21/01/2023,Cliente: Consumidor Final (1),7894624,1,3D 95g,550.0,21.0,550.0
3948,B 0003- 00178725,21/01/2023,Cliente: Consumidor Final (1),6023,1,Cepita Multifruta  tetra1000 cc,330.0,21.0,330.0
3949,B 0003- 00178726,21/01/2023,Cliente: Consumidor Final (1),7894735,2,Santa Fe Lata 473cc,290.0,21.0,580.0
3950,B 0003- 00178726,21/01/2023,Cliente: Consumidor Final (1),7893575,2,Lata Heineken 473 cm3,435.0,21.0,870.0
3951,B 0003- 00178727,21/01/2023,Cliente: Consumidor Final (1),905,1,Sprite 500cc,220.0,21.0,220.0
3952,B 0003- 00178728,21/01/2023,Cliente: Consumidor Final (1),6631,1,Andes IPA Lata 473cc,330.0,21.0,330.0
3953,B 0003- 00178728,21/01/2023,Cliente: Consumidor Final (1),2,1,Cigarrillos Suelto lucky,30.0,21.0,30.0
3954,B 0003- 00178729,21/01/2023,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,310.0,21.0,310.0
3955,B 0003- 00178729,21/01/2023,Cliente: Consumidor Final (1),58,1,mogul frutales bolsita 50g,130.0,21.0,130.0
3956,B 0003- 00178729,21/01/2023,Cliente: Consumidor Final (1),57,1,Mogul Rollo,80.0,21.0,80.0
3957,B 0003- 00178729,21/01/2023,Cliente: Consumidor Final (1),7893853,2,La yapa 17g,25.0,21.0,50.0
3958,B 0003- 00178730,21/01/2023,Cliente: Consumidor Final (1),3509,1,Desayuno  para llevar con 2 facturas,350.0,21.0,350.0
3959,B 0003- 00178731,21/01/2023,Cliente: Consumidor Final (1),31,1,lucky Strike 20KS,480.0,21.0,480.0
3960,B 0003- 00178732,21/01/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,540.0,21.0,540.0
3961,B 0003- 00178732,21/01/2023,Cliente: Consumidor Final (1),9540442,1,Rockstar 500ml,190.0,21.0,190.0
3962,B 0003- 00178733,21/01/2023,Cliente: Consumidor Final (1),6114,1,Prime Retardante,450.0,21.0,450.0
3963,B 0003- 00178734,21/01/2023,Cliente: Consumidor Final (1),7893417,1,Stella Artois lata 473 cm,410.0,21.0,410.0
3964,B 0003- 00178735,21/01/2023,Cliente: Consumidor Final (1),7791353,1,Beldent Menta Fuerte,110.0,21.0,110.0
3965,B 0003- 00178736,21/01/2023,Cliente: Consumidor Final (1),7894295,1,Leche entera la serenisima,300.0,21.0,300.0
3966,B 0003- 00178737,21/01/2023,Cliente: Consumidor Final (1),6795,2,cafe en saquito la virginia x 5grs,50.0,21.0,100.0
3967,B 0003- 00178737,21/01/2023,Cliente: Consumidor Final (1),6216,1,Cappuccino La Virginia x Sobre de 12.5 g,90.0,21.0,90.0
3968,B 0003- 00178738,21/01/2023,Cliente: Consumidor Final (1),3517,1,Encendedor Candela,110.0,21.0,110.0
3969,B 0003- 00178738,21/01/2023,Cliente: Consumidor Final (1),127,1,Halls cherry,115.0,21.0,115.0
3970,B 0003- 00178739,21/01/2023,Cliente: Consumidor Final (1),65,2,PIZZA ESPECIAL/MUZZA/NAPO/CANTI/ROQUE,430.0,21.0,860.0
3971,B 0003- 00178740,21/01/2023,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0
3972,B 0003- 00178740,21/01/2023,Cliente: Consumidor Final (1),3505,1,Medialuna/Bizcocho,90.0,21.0,90.0
3973,B 0003- 00178741,21/01/2023,Cliente: Consumidor Final (1),6191,1,Pepsi 2L Retornable,350.0,21.0,350.0
3974,B 0003- 00178742,21/01/2023,Cliente: QR Nico (21),6367,2,Villa del sur  agua1.600cc,180.0,21.0,360.0
3975,B 0003- 00178743,21/01/2023,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,200.0,21.0,200.0
3976,B 0003- 00178744,21/01/2023,Cliente: Consumidor Final (1),172,1,Cofler Block x 110g,320.0,21.0,320.0
3977,B 0003- 00178745,21/01/2023,Cliente: QR Nico (21),128,1,CERVEZA SANTA FE LITRO,555.0,21.0,555.0
3978,B 0003- 00178745,21/01/2023,Cliente: QR Nico (21),7894981,2,Palitos San Isidrio 150g Panceta,180.0,21.0,360.0
3979,B 0003- 00178746,21/01/2023,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,470.0,21.0,470.0
3980,B 0003- 00178747,21/01/2023,Cliente: Consumidor Final (1),6057,1,OCB negros,180.0,21.0,180.0
3981,B 0003- 00178747,21/01/2023,Cliente: Consumidor Final (1),7895242,1,Filtros OCB Slim 120 unidades,140.0,21.0,140.0
3982,B 0003- 00178747,21/01/2023,Cliente: Consumidor Final (1),6372,1,Tabaco Lucky Galpao,790.0,21.0,790.0
3983,B 0003- 00178748,21/01/2023,Cliente: Consumidor Final (1),1,5,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,50.0
3984,B 0003- 00178749,21/01/2023,Cliente: Consumidor Final (1),22,1,Philip Morris Box,540.0,21.0,540.0
3985,B 0003- 00178750,21/01/2023,Cliente: Consumidor Final (1),3504,1,Desayuno con 2 facturas/ 1 tostada,330.0,21.0,330.0
3986,B 0003- 00178750,21/01/2023,Cliente: Consumidor Final (1),1,10,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,100.0
3987,B 0003- 00178751,21/01/2023,Cliente: Consumidor Final (1),7893486,1,Turron Nevares,50.0,21.0,50.0
3988,B 0003- 00178751,21/01/2023,Cliente: Consumidor Final (1),97,1,Guaymallen Blanco,110.0,21.0,110.0
3989,B 0003- 00178752,21/01/2023,Cliente: Consumidor Final (1),9541013,6,TANG sabor frutilla 18g,65.0,21.0,390.0
3990,B 0003- 00178752,21/01/2023,Cliente: Consumidor Final (1),6264,1,Baggio Naranja 200cc,110.0,21.0,110.0
3991,B 0003- 00178753,21/01/2023,Cliente: Consumidor Final (1),1574,1,Levite 500ml Pomelo,180.0,21.0,180.0
3992,B 0003- 00178753,21/01/2023,Cliente: Consumidor Final (1),1,2,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,20.0
3993,B 0003- 00178754,21/01/2023,Cliente: Consumidor Final (1),9540444,1,Brio Manzana 1.5l,150.0,21.0,150.0
3994,B 0003- 00178754,21/01/2023,Cliente: Consumidor Final (1),1537,1,opera 92gr,190.0,21.0,190.0
3995,B 0003- 00178754,21/01/2023,Cliente: Consumidor Final (1),9541071,1,Casancrem light 290 grs,420.0,21.0,420.0
3996,B 0003- 00178755,21/01/2023,Cliente: QR Nico (21),7893915,2,Cunnington Pomelo/Tonica 1.5l,280.0,21.0,560.0
3997,B 0003- 00178755,21/01/2023,Cliente: QR Nico (21),1,4,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,40.0
3998,B 0003- 00178755,21/01/2023,Cliente: QR Nico (21),7895242,1,Filtros OCB Slim 120 unidades,95.0,21.0,95.0
3999,B 0003- 00178755,21/01/2023,Cliente: QR Nico (21),1,8,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,80.0
4000,B 0003- 00178755,21/01/2023,Cliente: QR Nico (21),6375,1,Tabaco Lucky original,790.0,21.0,790.0
4001,B 0003- 00178755,21/01/2023,Cliente: QR Nico (21),7894689,1,Filtros de carton ocb,110.0,21.0,110.0
4002,B 0003- 00178756,21/01/2023,Cliente: Billetera (23),6594,2,Don Satur azucaradas,190.0,21.0,380.0
4003,B 0003- 00178756,21/01/2023,Cliente: Billetera (23),7894222,4,Tang limonada dulce,65.0,21.0,260.0
4004,B 0003- 00178757,21/01/2023,Cliente: Billetera (23),240,1,Maxx superfino,320.0,21.0,320.0
4005,B 0003- 00178758,21/01/2023,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,540.0,21.0,540.0
4006,B 0003- 00178759,21/01/2023,Cliente: Consumidor Final (1),6598,1,LEVITE CERO MANZANA 500CC,180.0,21.0,180.0
4007,B 0003- 00178760,21/01/2023,Cliente: Consumidor Final (1),1514,1,Triple Miga Chico Migamax,330.0,21.0,330.0
4008,B 0003- 00178760,21/01/2023,Cliente: Consumidor Final (1),6264,1,Baggio Naranja 200cc,110.0,21.0,110.0
