,n_comprobante,fecha,cliente,codigo,cantidad,descripcion,p_unitario,iva,precio_final,rubro
9048,B 0003- 00181764,2023-02-13,Cliente: Consumidor Final (1),31,1,lucky Strike 20KS,480.0,21.0,480.0,cigarrillos
9049,B 0003- 00181764,2023-02-13,Cliente: Consumidor Final (1),7894176,1,Bon aqua 500 ml con gas,200.0,21.0,200.0,coca cola (308)
9050,B 0003- 00181765,2023-02-13,Cliente: Consumidor Final (1),3503,1,Cafe doble o con leche,180.0,21.0,180.0,comida (30)
9051,B 0003- 00181765,2023-02-13,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0,comida (30)
9052,B 0003- 00181765,2023-02-13,Cliente: Consumidor Final (1),3505,1,Medialuna/Bizcocho,90.0,21.0,90.0,9999
9053,B 0003- 00181765,2023-02-13,Cliente: Consumidor Final (1),1,9,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,90.0,caramelos (32)
9054,B 0003- 00181766,2023-02-13,Cliente: Consumidor Final (1),7898317,1,Camel Box 20,610.0,21.0,610.0,cigarrillos
9055,B 0003- 00181767,2023-02-13,Cliente: Consumidor Final (1),7893641,1,L&M liggett myers forward,420.0,21.0,420.0,cigarrillos
9056,B 0003- 00181768,2023-02-13,Cliente: Consumidor Final (1),7894501,2,Pepsi lata,140.0,21.0,280.0,pepsi (309)
9057,B 0003- 00181768,2023-02-13,Cliente: Consumidor Final (1),7894208,1,7up sin azucar lata,130.0,21.0,130.0,pepsi (309)
9058,B 0003- 00181768,2023-02-13,Cliente: Consumidor Final (1),1,8,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,80.0,caramelos (32)
9059,B 0003- 00181769,2023-02-13,Cliente: Consumidor Final (1),6775,1,7up 500cc,210.0,21.0,210.0,pepsi (309)
9060,B 0003- 00181770,2023-02-13,Cliente: Consumidor Final (1),6766,1,Gatorade Blue 1250,740.0,21.0,740.0,pepsi (309)
9061,B 0003- 00181770,2023-02-13,Cliente: Consumidor Final (1),1038,1,Gatorade Cool Blue 500cc,370.0,21.0,370.0,pepsi (309)
9062,B 0003- 00181771,2023-02-13,Cliente: Consumidor Final (1),983,3,Quilmes Lata 473cc,320.0,21.0,960.0,quilmes (312)
9063,B 0003- 00181772,2023-02-13,Cliente: Consumidor Final (1),7791617,1,Fanta Zero 500,220.0,21.0,220.0,9999
9064,B 0003- 00181773,2023-02-13,Cliente: Consumidor Final (1),983,3,Quilmes Lata 473cc,320.0,21.0,960.0,quilmes (312)
9065,B 0003- 00181774,2023-02-13,Cliente: Consumidor Final (1),6600,1,"Levite Manzana Cero 1,5 lt",390.0,21.0,390.0,9999
9066,B 0003- 00181775,2023-02-13,Cliente: Consumidor Final (1),7894732,1,Terrabusi Variedad 390g,520.0,21.0,520.0,galletitas (9)
9067,B 0003- 00181775,2023-02-13,Cliente: Consumidor Final (1),6818,1,levite cero de pomelo 1.5,390.0,21.0,390.0,levite (310)
9068,B 0003- 00181776,2023-02-13,Cliente: Consumidor Final (1),99,1,Alfajor Fantoche Triple Chocolate,155.0,21.0,155.0,alfajores (5)
9069,B 0003- 00181776,2023-02-13,Cliente: Consumidor Final (1),21,1,Philip Morris KS,490.0,10.5,490.0,cigarrillos
9070,B 0003- 00181777,2023-02-13,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0,comida (30)
9071,B 0003- 00181778,2023-02-13,Cliente: Consumidor Final (1),3502,2,Cafe jarra,160.0,21.0,320.0,comida (30)
9072,B 0003- 00181778,2023-02-13,Cliente: Consumidor Final (1),1,8,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,80.0,caramelos (32)
9073,B 0003- 00181779,2023-02-13,Cliente: Consumidor Final (1),7894295,2,Leche entera la serenisima,320.0,21.0,640.0,lacteos (28)
9074,B 0003- 00181779,2023-02-13,Cliente: Consumidor Final (1),7791357,2,Marroc bocadito,75.0,21.0,150.0,golosinas
9075,B 0003- 00181780,2023-02-13,Cliente: Consumidor Final (1),3517,1,Encendedor Candela,110.0,21.0,110.0,encendedores (307)
9076,B 0003- 00181780,2023-02-13,Cliente: Consumidor Final (1),9,1,rocklets 20g,50.0,21.0,50.0,chocolates (4)
9077,B 0003- 00181780,2023-02-13,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0,comida (30)
9078,B 0003- 00181781,2023-02-13,Cliente: Consumidor Final (1),934,1,Villavicencio Sport 750cc,250.0,21.0,250.0,levite (310)
9079,B 0003- 00181782,2023-02-13,Cliente: Consumidor Final (1),6070,1,Paso de los Toros Pomelo 500cc,210.0,21.0,210.0,pepsi (309)
9080,B 0003- 00181782,2023-02-13,Cliente: Consumidor Final (1),7895184,1,Tabaco Pacha Mama 30g,800.0,21.0,800.0,cigarrillos
9081,B 0003- 00181783,2023-02-13,Cliente: Consumidor Final (1),9540735,1,Lucky box convertible 20,540.0,21.0,540.0,cigarrillos
9082,B 0003- 00181784,2023-02-13,Cliente: Consumidor Final (1),6723,1,Pepitos Original 119 gr,320.0,21.0,320.0,galletitas (9)
9083,B 0003- 00181785,2023-02-13,Cliente: Consumidor Final (1),3520,1,Bananita Dolca grande 30g,180.0,21.0,180.0,golosinas
9084,B 0003- 00181785,2023-02-13,Cliente: Consumidor Final (1),1,40,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,400.0,caramelos (32)
9085,B 0003- 00181786,2023-02-13,Cliente: Consumidor Final (1),19,1,Marlboro Box,620.0,21.0,620.0,cigarrillos
9086,B 0003- 00181786,2023-02-13,Cliente: Consumidor Final (1),896,1,Coca Cola 500cc,230.0,21.0,230.0,coca cola (308)
9087,B 0003- 00181786,2023-02-13,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,310.0,10.5,310.0,cigarrillos
9088,B 0003- 00181787,2023-02-13,Cliente: Consumidor Final (1),6371,1,chocolatada tregar x 200ml,190.0,21.0,190.0,lacteos (28)
9089,B 0003- 00181788,2023-02-13,Cliente: Billetera (23),291,1,Papas Pedrin 70g,375.0,21.0,375.0,pedrin (25)
9090,B 0003- 00181788,2023-02-13,Cliente: Billetera (23),7894981,1,Palitos San Isidrio 150g Panceta,180.0,21.0,180.0,snack (306)
9091,B 0003- 00181788,2023-02-13,Cliente: Billetera (23),979,3,Brahma 970cc,540.0,21.0,1620.0,quilmes (312)
9092,B 0003- 00181789,2023-02-13,Cliente: Consumidor Final (1),982,1,Quilmes Cristal 1L,540.0,21.0,540.0,9999
9093,B 0003- 00181789,2023-02-13,Cliente: Consumidor Final (1),1,16,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,160.0,caramelos (32)
9094,B 0003- 00181790,2023-02-13,Cliente: Consumidor Final (1),912,1,Fanta Zero1500cc,470.0,21.0,470.0,coca cola (308)
9095,B 0003- 00181791,2023-02-13,Cliente: Consumidor Final (1),1,18,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,180.0,caramelos (32)
9096,B 0003- 00181791,2023-02-13,Cliente: Consumidor Final (1),6600,1,"Levite Manzana Cero 1,5 lt",390.0,21.0,390.0,9999
9097,B 0003- 00181792,2023-02-13,Cliente: Consumidor Final (1),7893428,1,Crema de Leche Tregar 200cc,390.0,21.0,390.0,lacteos (28)
9098,B 0003- 00181793,2023-02-13,Cliente: Consumidor Final (1),3666,1,Speed Chico 250cc,270.0,21.0,270.0,energizantes (314)
9099,B 0003- 00181794,2023-02-13,Cliente: Consumidor Final (1),9540835,1,Patagonia 24.7 330 botella,380.0,21.0,380.0,quilmes (312)
9100,B 0003- 00181795,2023-02-13,Cliente: Consumidor Final (1),3503,1,Cafe doble o con leche,180.0,21.0,180.0,comida (30)
9101,B 0003- 00181795,2023-02-13,Cliente: Consumidor Final (1),1,6,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,60.0,caramelos (32)
9102,B 0003- 00181796,2023-02-13,Cliente: Consumidor Final (1),9540965,1,cafe saquito la virginia puro aroma 7gr,50.0,21.0,50.0,almacen (15)
9103,B 0003- 00181796,2023-02-13,Cliente: Consumidor Final (1),1,3,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,30.0,caramelos (32)
9104,B 0003- 00181797,2023-02-13,Cliente: QR Nico (21),7895148,1,Andes roja lata 473,380.0,21.0,380.0,quilmes (312)
9105,B 0003- 00181797,2023-02-13,Cliente: QR Nico (21),943,1,Levite Pera 1500cc,390.0,21.0,390.0,levite (310)
9106,B 0003- 00181798,2023-02-13,Cliente: Consumidor Final (1),6057,1,OCB negros,240.0,21.0,240.0,cigarrillos
9107,B 0003- 00181799,2023-02-13,Cliente: Consumidor Final (1),7893764,1,Fanta lata 310,180.0,21.0,180.0,coca cola (308)
9108,B 0003- 00181800,2023-02-13,Cliente: Consumidor Final (1),7894731,1,Pepsi 250 cc,175.0,21.0,175.0,pepsi (309)
9109,B 0003- 00181801,2023-02-13,Cliente: Consumidor Final (1),7895193,1,Leche descremada La Serenisima 1l,320.0,21.0,320.0,lacteos (28)
9110,B 0003- 00181802,2023-02-13,Cliente: Consumidor Final (1),7893486,1,Turron Nevares,50.0,21.0,50.0,golosinas
9111,B 0003- 00181802,2023-02-13,Cliente: Consumidor Final (1),1589,1,TURRON ARCOR,50.0,21.0,50.0,golosinas
9112,B 0003- 00181803,2023-02-13,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0,comida (30)
9113,B 0003- 00181804,2023-02-13,Cliente: Consumidor Final (1),7791419,1,Heineken Ret x 1L,960.0,21.0,960.0,cervezas (26)
9114,B 0003- 00181805,2023-02-13,Cliente: Consumidor Final (1),904,1,Sprite Zero 500 cc,220.0,21.0,220.0,9999
9115,B 0003- 00181806,2023-02-13,Cliente: Consumidor Final (1),9540399,2,Monster Energy Ultra Sunrise,420.0,21.0,840.0,energizantes (314)
9116,B 0003- 00181806,2023-02-13,Cliente: Consumidor Final (1),95,1,MILKA MOOSE X3.,245.0,21.0,245.0,alfajores (5)
9117,B 0003- 00181806,2023-02-13,Cliente: Consumidor Final (1),7791357,1,Marroc bocadito,75.0,21.0,75.0,golosinas
9118,B 0003- 00181807,2023-02-13,Cliente: Consumidor Final (1),6340,1,Philip Morris Caps 10,310.0,21.0,310.0,cigarrillos
9119,B 0003- 00181808,2023-02-13,Cliente: Consumidor Final (1),9540546,1,Twistos Jamon 40g,220.0,21.0,220.0,lays (24)
9120,B 0003- 00181808,2023-02-13,Cliente: Consumidor Final (1),6268,2,Baggio Naranja 1L,380.0,21.0,760.0,jugos (1.502)
9121,B 0003- 00181809,2023-02-13,Cliente: QR Nico (21),7791600,1,MANITOON EXTREMO JALAPEÑO 140g,250.0,21.0,250.0,snack (306)
9122,B 0003- 00181809,2023-02-13,Cliente: QR Nico (21),898,1,Coca Cola 1250cc Retornable,350.0,21.0,350.0,coca cola (308)
9123,B 0003- 00181810,2023-02-13,Cliente: QR Nico (21),1512,1,Pebete Salame y Queso Migamax,390.0,21.0,390.0,sandwich (1.500)
9124,B 0003- 00181810,2023-02-13,Cliente: QR Nico (21),887,1,Mana Rellenas Chocolate,240.0,21.0,240.0,galletitas (9)
9125,B 0003- 00181811,2023-02-13,Cliente: Consumidor Final (1),7791435,1,Mayonesa Hellmanns Light x 250,290.0,21.0,290.0,aderezos (12)
9126,B 0003- 00181811,2023-02-13,Cliente: Consumidor Final (1),7894679,1,Lays clasicas 45grs,290.0,21.0,290.0,lays (24)
9127,B 0003- 00181812,2023-02-13,Cliente: Billetera (23),7791419,1,Heineken Ret x 1L,960.0,21.0,960.0,cervezas (26)
9128,B 0003- 00181812,2023-02-13,Cliente: Billetera (23),9540918,1,Pedrin papas provenzal 70 grs,375.0,21.0,375.0,pedrin (25)
9129,B 0003- 00181812,2023-02-13,Cliente: Billetera (23),7894622,1,Manitoon salame 160g,160.0,21.0,160.0,snack (306)
9130,B 0003- 00181812,2023-02-13,Cliente: Billetera (23),1,4,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,40.0,caramelos (32)
9131,B 0003- 00181813,2023-02-13,Cliente: Billetera (23),899,1,Coca Cola 1500 cc,520.0,21.0,520.0,coca cola (308)
9132,B 0003- 00181813,2023-02-13,Cliente: Billetera (23),9540496,1,Amstel Lager 473,340.0,21.0,340.0,cervezas (26)
9133,B 0003- 00181814,2023-02-13,Cliente: Consumidor Final (1),7893711,1,energizante monster 473 cc,420.0,21.0,420.0,energizantes (314)
9134,B 0003- 00181815,2023-02-13,Cliente: Consumidor Final (1),7791600,1,MANITOON EXTREMO JALAPEÑO 140g,250.0,21.0,250.0,snack (306)
9135,B 0003- 00181816,2023-02-13,Cliente: Consumidor Final (1),7895247,1,Maquina para armar tonking size,310.0,21.0,310.0,cigarrillos
9136,B 0003- 00181817,2023-02-13,Cliente: Consumidor Final (1),898,1,Coca Cola 1250cc Retornable,350.0,21.0,350.0,coca cola (308)
9137,B 0003- 00181817,2023-02-13,Cliente: Consumidor Final (1),18,1,MARLBORO KS,540.0,10.5,540.0,cigarrillos
9138,B 0003- 00181817,2023-02-13,Cliente: Consumidor Final (1),7894932,2,rollitos mogul acidos,90.0,21.0,180.0,golosinas
9139,B 0003- 00181818,2023-02-13,Cliente: Consumidor Final (1),7895212,1,Schneider Roja Lata 473cc,240.0,21.0,240.0,cervezas (26)
9140,B 0003- 00181819,2023-02-13,Cliente: QR Nico (21),7894853,1,medallones soja de pollo  Granja del sol  330g,290.0,21.0,290.0,almacen (15)
9141,B 0003- 00181819,2023-02-13,Cliente: QR Nico (21),9540606,1,CABALLA en ACEITE puglisi  380g,280.0,21.0,280.0,almacen (15)
9142,B 0003- 00181819,2023-02-13,Cliente: QR Nico (21),7895212,1,Schneider Roja Lata 473cc,240.0,21.0,240.0,cervezas (26)
9143,B 0003- 00181819,2023-02-13,Cliente: QR Nico (21),9540547,1,Pep Rueditas Pizza 74g,370.0,21.0,370.0,lays (24)
9144,B 0003- 00181820,2023-02-13,Cliente: Consumidor Final (1),898,1,Coca Cola 1250cc Retornable,350.0,21.0,350.0,coca cola (308)
9145,B 0003- 00181820,2023-02-13,Cliente: Consumidor Final (1),7893780,1,mani pelado pehuamar x 85grs,390.0,21.0,390.0,lays (24)
9146,B 0003- 00181821,2023-02-13,Cliente: Consumidor Final (1),982,1,Quilmes Cristal 1L,540.0,21.0,540.0,9999
9147,B 0003- 00181822,2023-02-13,Cliente: Consumidor Final (1),3651,1,Philip Morris Caps Box,540.0,21.0,540.0,cigarrillos
9148,B 0003- 00181823,2023-02-13,Cliente: Consumidor Final (1),900,2,Coca cola Zero 1500cc,520.0,21.0,1040.0,coca cola (308)
9149,B 0003- 00181824,2023-02-13,Cliente: Consumidor Final (1),7791357,4,Marroc bocadito,75.0,21.0,300.0,golosinas
9150,B 0003- 00181824,2023-02-13,Cliente: Consumidor Final (1),900,1,Coca cola Zero 1500cc,520.0,21.0,520.0,coca cola (308)
9151,B 0003- 00181825,2023-02-13,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,450.0,21.0,450.0,coca cola (308)
9152,B 0003- 00181826,2023-02-13,Cliente: Consumidor Final (1),6340,1,Philip Morris Caps 10,310.0,21.0,310.0,cigarrillos
9153,B 0003- 00181827,2023-02-13,Cliente: Consumidor Final (1),7895184,1,Tabaco Pacha Mama 30g,800.0,21.0,800.0,cigarrillos
9154,B 0003- 00181827,2023-02-13,Cliente: Consumidor Final (1),28,1,Filtros slim Gizeh,250.0,21.0,250.0,cigarrillos
9155,B 0003- 00181827,2023-02-13,Cliente: Consumidor Final (1),9540496,1,Amstel Lager 473,340.0,21.0,340.0,cervezas (26)
9156,B 0003- 00181828,2023-02-13,Cliente: Consumidor Final (1),907,1,Sprite 1500cc,470.0,21.0,470.0,coca cola (308)
9157,B 0003- 00181829,2023-02-13,Cliente: Billetera (23),7893575,1,Lata Heineken 473 cm3,480.0,21.0,480.0,cervezas (26)
9158,B 0003- 00181829,2023-02-13,Cliente: Billetera (23),7893417,1,Stella Artois lata 473 cm,480.0,21.0,480.0,quilmes (312)
9159,B 0003- 00181830,2023-02-13,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,310.0,10.5,310.0,cigarrillos
9160,B 0003- 00181830,2023-02-13,Cliente: Consumidor Final (1),1583,1,Cereal mix Manzana light,130.0,21.0,130.0,barras cereales (301)
9161,B 0003- 00181830,2023-02-13,Cliente: Consumidor Final (1),1512,2,Pebete Salame y Queso Migamax,390.0,21.0,780.0,sandwich (1.500)
9162,B 0003- 00181831,2023-02-13,Cliente: Consumidor Final (1),7791357,4,Marroc bocadito,75.0,21.0,300.0,golosinas
9163,B 0003- 00181831,2023-02-13,Cliente: Consumidor Final (1),3520,2,Bananita Dolca grande 30g,180.0,21.0,360.0,golosinas
9164,B 0003- 00181831,2023-02-13,Cliente: Consumidor Final (1),173,1,Cofler Block x38g,165.0,21.0,165.0,chocolates (4)
9165,B 0003- 00181832,2023-02-13,Cliente: Billetera (23),76,1,Alfajor bon o bon x 3,210.0,21.0,210.0,alfajores (5)
9166,B 0003- 00181832,2023-02-13,Cliente: Billetera (23),85,1,Alfajor Block x 60 g,210.0,21.0,210.0,alfajores (5)
9167,B 0003- 00181832,2023-02-13,Cliente: Billetera (23),1,3,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,30.0,caramelos (32)
9168,B 0003- 00181833,2023-02-13,Cliente: Consumidor Final (1),7895213,1,Amargo Obrero 950cm3,630.0,21.0,630.0,bebidas alcoholicas (23)
9169,B 0003- 00181834,2023-02-13,Cliente: Consumidor Final (1),9540487,1,Cunnington pomelo sin azucar 2.25L,350.0,21.0,350.0,gaseosas (22)
9170,B 0003- 00181835,2023-02-13,Cliente: Consumidor Final (1),111,1,Tita,110.0,21.0,110.0,golosinas
9171,B 0003- 00181836,2023-02-13,Cliente: Consumidor Final (1),9540524,1,Rothmans ks mentolado,410.0,21.0,410.0,cigarrillos
9172,B 0003- 00181837,2023-02-13,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,450.0,21.0,450.0,coca cola (308)
9173,B 0003- 00181838,2023-02-13,Cliente: Consumidor Final (1),243,1,prime super fino,530.0,21.0,530.0,preservativos (27)
9174,B 0003- 00181839,2023-02-14,Cliente: Consumidor Final (1),1512,1,Pebete Salame y Queso Migamax,390.0,21.0,390.0,sandwich (1.500)
9175,B 0003- 00181840,2023-02-14,Cliente: Consumidor Final (1),3509,1,Desayuno  para llevar con 2 facturas,350.0,21.0,350.0,comida (30)
9176,B 0003- 00181841,2023-02-14,Cliente: Consumidor Final (1),1703,1,menthoplus mentol,100.0,21.0,100.0,caramelos (32)
9177,B 0003- 00181842,2023-02-14,Cliente: Consumidor Final (1),9540451,1,Agua sierra de los padres 600ml,150.0,21.0,150.0,agua mineral (21)
9178,B 0003- 00181843,2023-02-14,Cliente: Consumidor Final (1),7894898,1,Perfumina Poett de lavanda 900ml,290.0,21.0,290.0,articulos de limpieza (17)
9179,B 0003- 00181843,2023-02-14,Cliente: Consumidor Final (1),9541078,1,rollo sussex clasico x3,360.0,21.0,360.0,almacen (15)
9180,B 0003- 00181844,2023-02-14,Cliente: Consumidor Final (1),7791428,1,papel higienico felpita  x 4,450.0,21.0,450.0,perfumeria (16)
9181,B 0003- 00181845,2023-02-14,Cliente: Consumidor Final (1),9540778,1,Oreo Clasica 118grs,350.0,21.0,350.0,galletitas (9)
9182,B 0003- 00181846,2023-02-14,Cliente: Consumidor Final (1),3503,1,Cafe doble o con leche,180.0,21.0,180.0,comida (30)
9183,B 0003- 00181846,2023-02-14,Cliente: Consumidor Final (1),6156,1,Tableta Vauquita,60.0,21.0,60.0,chocolates (4)
9184,B 0003- 00181846,2023-02-14,Cliente: Consumidor Final (1),7894550,1,Yogur Entero Tregar Durazno 160g,190.0,21.0,190.0,lacteos (28)
9185,B 0003- 00181847,2023-02-14,Cliente: Consumidor Final (1),18,1,MARLBORO KS,540.0,10.5,540.0,cigarrillos
9186,B 0003- 00181847,2023-02-14,Cliente: Consumidor Final (1),983,2,Quilmes Lata 473cc,320.0,21.0,640.0,quilmes (312)
9187,B 0003- 00181848,2023-02-14,Cliente: Consumidor Final (1),6067,1,Encendedor Maxi Bic,280.0,21.0,280.0,encendedores (307)
9188,B 0003- 00181849,2023-02-14,Cliente: Consumidor Final (1),6804,1,Levite Manzana 500,190.0,21.0,190.0,levite (310)
9189,B 0003- 00181849,2023-02-14,Cliente: Consumidor Final (1),95,1,MILKA MOOSE X3.,245.0,21.0,245.0,alfajores (5)
9190,B 0003- 00181850,2023-02-14,Cliente: Consumidor Final (1),7893671,1,fit mix  granola  bolsita,295.0,21.0,295.0,9999
9191,B 0003- 00181851,2023-02-14,Cliente: Consumidor Final (1),24,1,Marlboro Gold,620.0,10.5,620.0,cigarrillos
9192,B 0003- 00181852,2023-02-14,Cliente: Consumidor Final (1),9541131,1,mini arrocitas queso romano 53gr,200.0,21.0,200.0,9999
9193,B 0003- 00181852,2023-02-14,Cliente: Consumidor Final (1),1614,1,chesterfield red box,490.0,21.0,490.0,cigarrillos
9194,B 0003- 00181853,2023-02-14,Cliente: Consumidor Final (1),14,1,Lucky Strike 12,310.0,10.5,310.0,cigarrillos
9195,B 0003- 00181854,2023-02-14,Cliente: Consumidor Final (1),7893486,1,Turron Nevares,50.0,21.0,50.0,golosinas
9196,B 0003- 00181855,2023-02-14,Cliente: Consumidor Final (1),19,3,Marlboro Box,620.0,21.0,1860.0,cigarrillos
9197,B 0003- 00181856,2023-02-14,Cliente: Consumidor Final (1),934,1,Villavicencio Sport 750cc,250.0,21.0,250.0,levite (310)
9198,B 0003- 00181856,2023-02-14,Cliente: Consumidor Final (1),983,1,Quilmes Lata 473cc,320.0,21.0,320.0,quilmes (312)
9199,B 0003- 00181857,2023-02-14,Cliente: Consumidor Final (1),6262,1,Coca Cola Lata 310 cc,185.0,21.0,185.0,coca cola (308)
9200,B 0003- 00181858,2023-02-14,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,310.0,21.0,310.0,cigarrillos
9201,B 0003- 00181859,2023-02-14,Cliente: Consumidor Final (1),6340,1,Philip Morris Caps 10,310.0,21.0,310.0,cigarrillos
9202,B 0003- 00181860,2023-02-14,Cliente: Consumidor Final (1),6726,2, Energizer AAA por unidad,310.0,21.0,620.0,pilas (19)
9203,B 0003- 00181861,2023-02-14,Cliente: Consumidor Final (1),7894348,1,Lina con alas,285.0,21.0,285.0,perfumeria (16)
9204,B 0003- 00181862,2023-02-14,Cliente: Consumidor Final (1),6200,1,Topline 7 Strong,110.0,21.0,110.0,chiclets (6)
9205,B 0003- 00181863,2023-02-14,Cliente: Consumidor Final (1),9541041,1,odorono jabon de tocador 200g,160.0,21.0,160.0,perfumeria (16)
9206,B 0003- 00181863,2023-02-14,Cliente: Consumidor Final (1),7791428,1,papel higienico felpita  x 4,450.0,21.0,450.0,perfumeria (16)
9207,B 0003- 00181864,2023-02-14,Cliente: Consumidor Final (1),9541126,1,miniarrocitas choco,185.0,21.0,185.0,9999
9208,B 0003- 00181864,2023-02-14,Cliente: Consumidor Final (1),3502,1,Cafe jarra,160.0,21.0,160.0,comida (30)
9209,B 0003- 00181865,2023-02-14,Cliente: Consumidor Final (1),7893774,1,Ser Citrus 1.5lts,390.0,21.0,390.0,levite (310)
9210,B 0003- 00181865,2023-02-14,Cliente: Consumidor Final (1),6311,1,agua sierra de los padres 2L,260.0,21.0,260.0,agua mineral (21)
9211,B 0003- 00181866,2023-02-14,Cliente: Consumidor Final (1),7893753,1,Brahma lata 473ml,320.0,21.0,320.0,quilmes (312)
9212,B 0003- 00181866,2023-02-14,Cliente: Consumidor Final (1),7791419,1,Heineken Ret x 1L,960.0,21.0,960.0,cervezas (26)
9213,B 0003- 00181866,2023-02-14,Cliente: Consumidor Final (1),3647,2,lucky clic cool 12,310.0,21.0,620.0,cigarrillos
9214,B 0003- 00181866,2023-02-14,Cliente: Consumidor Final (1),128,1,CERVEZA SANTA FE LITRO,600.0,21.0,600.0,cervezas (26)
9215,B 0003- 00181866,2023-02-14,Cliente: Consumidor Final (1),6611,2,Speed 500ML,360.0,21.0,720.0,energizantes (314)
9216,B 0003- 00181866,2023-02-14,Cliente: Consumidor Final (1),30,1,Lucky Strike Box,540.0,10.5,540.0,cigarrillos
9217,B 0003- 00181866,2023-02-14,Cliente: Consumidor Final (1),14,3,Lucky Strike 12,310.0,10.5,930.0,cigarrillos
9218,B 0003- 00181866,2023-02-14,Cliente: Consumidor Final (1),7894038,1,Warsteiner litro,370.0,21.0,370.0,cervezas (26)
9219,B 0003- 00181867,2023-02-14,Cliente: QR Nico (21),7893428,1,Crema de Leche Tregar 200cc,390.0,21.0,390.0,lacteos (28)
9220,B 0003- 00181867,2023-02-14,Cliente: QR Nico (21),222,1,Queso Rallado La Serenisima 35g,250.0,21.0,250.0,lacteos (28)
9221,B 0003- 00181867,2023-02-14,Cliente: QR Nico (21),9540424,1,Pan Para Hamburguesas Bimbo,390.0,21.0,390.0,almacen (15)
9222,B 0003- 00181868,2023-02-14,Cliente: Consumidor Final (1),1,10,Caramelos (alka 3*10 super 2*10 butter 30),10.0,21.0,100.0,caramelos (32)
9223,B 0003- 00181869,2023-02-14,Cliente: Consumidor Final (1),1516,1,Triple Grande Migamax,450.0,21.0,450.0,sandwich (1.500)
